leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
248,8696.5,-131.1153,52.0500,1.430,6.46,0.000,5.71,5.714,5.714,1339.7,1
249,8699.3,-131.1014,52.0317,1.440,6.49,0.000,5.71,5.714,5.714,1342.7,1
250,8702.0,-131.1012,52.0115,1.451,6.47,0.000,5.71,5.714,5.714,1345.3,1
251,8706.4,-131.0935,51.9856,1.465,6.52,0.000,5.71,5.714,5.714,1350.5,1
252,8708.8,-131.0625,51.9615,1.477,6.70,0.000,5.71,5.714,5.714,1356.2,1
253,8710.8,-131.0373,51.9501,1.482,6.83,0.000,5.71,5.714,5.714,1359.4,1
254,9646.8,-127.5211,48.4370,2.608,9.91,0.000,5.71,5.714,5.714,2263.7,1
255,9649.6,-124.0250,44.9162,2.010,3.30,0.000,5.71,5.714,5.714,1968.5,1
256,9650.4,-124.0323,44.9011,2.007,3.25,0.000,5.71,5.714,5.714,1966.0,1
257,9654.9,-124.0396,44.8779,2.014,3.17,0.000,5.71,5.714,5.714,1974.1,1
258,9659.0,-124.0558,44.8408,2.019,3.07,0.000,5.71,5.714,5.714,1980.2,1
259,9664.2,-124.0693,44.8005,2.011,2.97,0.000,5.71,5.714,5.714,1971.9,1
260,9670.0,-124.0659,44.7519,2.007,2.79,0.000,5.71,5.714,5.714,1968.2,1
261,9675.9,-124.0682,44.7005,2.003,2.67,0.000,5.71,5.714,5.714,1966.4,1
262,9676.3,-124.0763,44.6739,2.008,2.64,0.000,5.71,5.714,5.714,1973.3,1
263,9677.9,-124.0663,44.6682,2.004,2.58,0.000,5.71,5.714,5.714,1968.8,1
264,9681.5,-124.0627,44.6478,2.007,2.53,0.000,5.71,5.714,5.714,1974.0,1
265,9682.8,-124.0691,44.6263,2.003,2.54,0.000,5.71,5.714,5.714,1969.8,1
266,9684.2,-124.0670,44.6150,1.999,2.52,0.000,5.71,5.714,5.714,1966.0,1
267,9696.7,-124.0738,44.5538,2.121,2.55,0.000,5.71,5.714,5.714,2109.5,1
268,9706.3,-124.0844,44.4549,2.113,2.54,0.000,5.71,5.714,5.714,2100.8,1
269,9709.2,-124.0866,44.3986,2.108,2.47,0.000,5.71,5.714,5.714,2094.9,1
270,9718.1,-124.1015,44.3464,2.099,2.48,0.000,5.71,5.714,5.714,2084.6,1
271,9724.6,-124.1141,44.2782,2.094,2.57,0.000,5.71,5.714,5.714,2078.2,1
272,9741.3,-124.1201,44.1743,2.084,2.57,0.000,5.71,5.714,5.714,2068.3,1
273,9747.4,-124.1298,44.0719,2.075,2.36,0.000,5.71,5.714,5.714,2060.8,1
274,9748.8,-124.1335,44.0381,2.072,2.28,0.000,5.71,5.714,5.714,2058.4,1
275,9753.4,-124.1353,44.0112,2.069,2.21,0.000,5.71,5.714,5.714,2056.5,1
276,9754.4,-124.1385,43.9862,2.068,2.25,0.000,5.71,5.714,5.714,2055.2,1
277,9756.3,-124.1410,43.9733,2.067,2.28,0.000,5.71,5.714,5.714,2054.8,1
278,9802.6,-124.1887,43.7593,2.054,2.73,0.000,5.71,5.714,5.714,2042.8,1
279,9827.9,-124.2960,43.4490,2.024,3.36,0.000,5.71,5.714,5.714,2011.4,1
280,9828.2,-124.3582,43.3432,1.995,3.98,0.000,5.71,5.714,5.714,1982.7,1
281,9829.6,-124.3682,43.3413,1.995,4.06,0.000,5.71,5.714,5.714,1982.7,1
282,9830.9,-124.3809,43.3352,1.994,4.16,0.000,5.71,5.714,5.714,1982.0,1
283,9833.5,-124.3933,43.3201,1.992,4.29,0.000,5.71,5.714,5.714,1979.8,1
284,9852.2,-124.4099,43.2261,1.966,4.50,0.000,5.71,5.714,5.714,1955.2,1
